territorio_codigo;territorio_nome;populacao_2022;variacao_absoluta_pop_2010_2022;taxa_crescimento_geometrico_pct;pib_mil_reais_2022;pib_mil_reais_2021;pib_per_capita_2022;variacao_pib_nominal_2021_2022_pct;vab_total_mil_reais_2021;vab_agropecuaria_mil_reais_2021;participacao_agropecuaria_2021_pct;vab_industria_mil_reais_2021;participacao_industria_2021_pct;vab_servicos_mil_reais_2021;participacao_servicos_2021_pct;vab_adm_publica_mil_reais_2021;participacao_adm_publica_2021_pct;perfil_setorial_dominante;cempre_unidades_locais;cempre_empresas;cempre_pessoal_ocupado_total;cempre_pessoal_ocupado_assalariado;proporcao_assalariados_pct;unidades_locais_por_mil_hab;intensidade_ocupacao_formal_pct;cempre_salarios_mil_reais_2022;cempre_salario_medio_mensal_reais;salarios_por_assalariado_mil_reais
2305654;Ipaporanga;11575.0;228.0;0.17;116772;114127.0;10088.29373650108;2.3175935580537472;109466.0;26432.0;24.15;3157.0;2.88;27825.0;25.42;52051.0;47.55;Adm_publica;163.0;160.0;877.0;732.0;83.46636259977195;14.082073434125268;7.5766738660907125;22386.0;1532.72;30.581967213114755
2305704;Ipaumirim;12083.0;74.0;0.05;167158;143451.0;13834.147148886866;16.526200584171598;133456.0;24282.0;18.2;7523.0;5.64;46333.0;34.72;55318.0;41.45;Adm_publica;274.0;254.0;1243.0;1008.0;81.09412711182623;22.67648762724489;10.28718033600927;24275.0;1858.98;24.08234126984127
2305803;Ipu;41081.0;789.0;0.16;575072;519845.0;13998.490786494973;10.623743615885504;487659.0;113185.0;23.21;19294.0;3.96;179310.0;36.77;175870.0;36.06;Servicos;928.0;899.0;4453.0;3542.0;79.54188187738603;22.589518268786055;10.839560867554345;89278.0;1889.52;25.205533596837945
2305902;Ipueiras;36798.0;-1078.0;-0.24;385582;328115.0;10478.341214196424;17.514286149673133;311463.0;34647.0;11.12;7743.0;2.49;102283.0;32.84;166790.0;53.55;Adm_publica;629.0;623.0;2417.0;1808.0;74.80347538270583;17.09332028914615;6.568291754986684;67330.0;2137.2;37.24004424778761
2306009;Iracema;14001.0;241.0;0.14;211262;195282.0;15089.065066780944;8.183037863192716;185665.0;45057.0;24.27;7351.0;3.96;56868.0;30.63;76388.0;41.14;Adm_publica;406.0;389.0;1303.0;944.0;72.44819646968534;28.99792871937719;9.306478108706521;32278.0;2695.7;34.192796610169495
2306108;Irauçuba;23915.0;1591.0;0.58;251621;220294.0;10521.47187957349;14.220541639808621;206605.0;21074.0;10.2;14546.0;7.04;65103.0;31.51;105882.0;51.25;Adm_publica;407.0;400.0;2177.0;1837.0;84.38217730822232;17.01860756847167;9.10307338490487;53110.0;2058.87;28.911268372346218
2306207;Itaiçaba;7536.0;220.0;0.25;89380;82855.0;11860.403397027601;7.875203669060407;77639.0;9883.0;12.73;3875.0;4.99;23458.0;30.21;40423.0;52.07;Adm_publica;168.0;164.0;911.0;771.0;84.63227222832053;22.292993630573246;12.088641188959661;17024.0;1785.31;22.08041504539559
2306256;Itaitinga;64650.0;30548.0;5.47;1588814;1258826.0;24575.622583139986;26.213948552063588;1003203.0;7208.0;0.72;183795.0;18.32;620820.0;61.88;191380.0;19.08;Servicos;1379.0;1332.0;11353.0;9875.0;86.98141460406941;21.330239752513535;17.560711523588555;328994.0;2649.97;33.31584810126582
2306306;Itapajé;46426.0;-1644.0;-0.29;702418;594581.0;15129.84103734976;18.136637396755027;553560.0;62630.0;11.31;82239.0;14.86;199604.0;36.06;209087.0;37.77;Adm_publica;910.0;883.0;6043.0;5150.0;85.22257157041204;19.601085598587;13.016413216732003;137368.0;1856.63;26.673398058252427
2306405;Itapipoca;131123.0;15047.0;1.02;2129866;1784007.0;16243.267771481738;19.386639177985288;1611988.0;99881.0;6.2;262471.0;16.28;724250.0;44.93;525386.0;32.59;Servicos;2314.0;2206.0;17887.0;15391.0;86.04573153687035;17.647552298223804;13.641390145130908;438445.0;2085.93;28.487102852316287
2306504;Itapiúna;17841.0;-891.0;-0.41;182347;170314.0;10220.67148702427;7.065185480935214;162481.0;19789.0;12.18;5360.0;3.3;44797.0;27.57;92535.0;56.95;Adm_publica;254.0;249.0;1341.0;1120.0;83.51976137211037;14.23687013059806;7.5163948209181095;30132.0;2191.67;26.90357142857143
2306553;Itarema;42957.0;5504.0;1.15;722769;766786.0;16825.40680215099;-5.740454311894061;723926.0;77678.0;10.73;305283.0;42.17;157933.0;21.82;183032.0;25.28;Industria;924.0;890.0;3941.0;2981.0;75.64070032986552;21.509881974998255;9.174290569639407;102891.0;2613.04;34.51559879235156
2306603;Itatira;20424.0;908.0;0.38;190135;174029.0;9309.390912651783;9.25477937585115;166170.0;19478.0;11.72;4314.0;2.6;45940.0;27.65;96437.0;58.04;Adm_publica;450.0;437.0;1311.0;903.0;68.8787185354691;22.032902467685076;6.418918918918918;40226.0;1683.0;44.547065337763016
2306702;Jaguaretama;17232.0;-702.0;-0.33;257163;226644.0;14923.57242339833;13.465611267009054;215323.0;70782.0;32.87;10078.0;4.68;56205.0;26.1;78258.0;36.34;Adm_publica;388.0;382.0;1522.0;1171.0;76.93823915900131;22.516248839368615;8.832404828226554;31224.0;2094.96;26.664389410760034
2306801;Jaguaribara;10356.0;3.0;0.0;165067;154002.0;15939.262263422172;7.184971623745145;145244.0;31063.0;21.39;6416.0;4.42;45304.0;31.19;62461.0;43.0;Adm_publica;262.0;255.0;1169.0;924.0;79.04191616766467;25.29934337582078;11.288142139822325;29882.0;2171.54;32.33982683982684
2306900;Jaguaribe;33726.0;-683.0;-0.17;637711;561175.0;18908.58684694301;13.638526306410656;512384.0;89542.0;17.48;52360.0;10.22;215448.0;42.05;155035.0;30.26;Servicos;1071.0;1023.0;4110.0;3010.0;73.2360097323601;31.755915317559154;12.18644369329301;117750.0;2473.71;39.119601328903656
2307007;Jaguaruana;31701.0;-158.0;-0.04;598757;566961.0;18887.637613955394;5.608145886577737;500437.0;86794.0;17.34;120924.0;24.16;141165.0;28.21;151554.0;30.28;Adm_publica;963.0;928.0;4959.0;3945.0;79.55232909860858;30.377590612283527;15.643039651746001;89014.0;1767.73;22.563751584283903
2307106;Jardim;27411.0;837.0;0.26;310208;294154.0;11316.916566341979;5.457685430080842;281657.0;67180.0;23.85;10125.0;3.59;75399.0;26.77;128953.0;45.78;Adm_publica;544.0;535.0;2251.0;1710.0;75.96623722789872;19.846047207325526;8.212031666119442;51069.0;2369.3;29.864912280701756
2307205;Jati;7861.0;92.0;0.1;140334;129729.0;17851.927235720646;8.174733482875842;115274.0;16466.0;14.28;3242.0;2.81;56137.0;48.7;39429.0;34.2;Servicos;129.0;128.0;816.0;719.0;88.11274509803921;16.410125938175806;10.380358732985625;17707.0;1958.13;24.627260083449237
2307254;Jijoca de Jericoacoara;25555.0;8597.0;3.48;696532;551638.0;27256.192525924478;26.26613830084222;504031.0;9075.0;1.8;26430.0;5.24;347801.0;69.0;120726.0;23.95;Servicos;1377.0;1287.0;6923.0;5432.0;78.46309403437816;53.883780082175704;27.090588925846216;126415.0;1795.17;23.272275405007363
2307304;Juazeiro do Norte;286120.0;36025.0;1.13;5783730;5114786.0;20214.350622116595;13.078631246742287;4492875.0;31925.0;0.71;423899.0;9.43;2988180.0;66.51;1048872.0;23.35;Servicos;10042.0;9419.0;62913.0;51668.0;82.12611066075374;35.09716202991751;21.988326576261706;1472252.0;2196.61;28.494464658976543
2307403;Jucás;23922.0;115.0;0.04;347057;319373.0;14507.85887467603;8.668234321623931;297962.0;54654.0;18.34;31507.0;10.57;97526.0;32.73;114276.0;38.35;Adm_publica;446.0;433.0;2001.0;1580.0;78.96051974012993;18.643926093136024;8.36468522698771;55615.0;2414.96;35.199367088607595
2307502;Lavras da Mangabeira;30802.0;-230.0;-0.06;390628;343304.0;12681.903772482307;13.784867056602895;328423.0;89546.0;27.27;13624.0;4.15;95604.0;29.11;129650.0;39.48;Adm_publica;602.0;582.0;2296.0;1700.0;74.0418118466899;19.544185442503732;7.45406142458282;53638.0;2279.65;31.551764705882352
2307601;Limoeiro do Norte;59560.0;4380.0;0.64;1651936;1423366.0;27735.66151779718;16.058413647649306;1254617.0;329454.0;26.26;150059.0;11.96;524692.0;41.82;250412.0;19.96;Servicos;1977.0;1892.0;11059.0;9011.0;81.48114657744823;33.19341840161182;18.56783075889859;236621.0;2111.93;26.25912773277106
2307635;Madalena;16896.0;-835.0;-0.4;208238;174831.0;12324.692234848484;19.108167315865035;165666.0;21177.0;12.78;5525.0;3.34;50606.0;30.55;88358.0;53.33;Adm_publica;357.0;351.0;1607.0;1264.0;78.65588052271313;21.129261363636363;9.511126893939394;36663.0;2183.44;29.005537974683545
2307650;Maracanaú;234509.0;25411.0;0.96;14004934;12336717.0;59720.24101420415;13.522373902230228;9676491.0;19854.0;0.21;3664406.0;37.87;4907454.0;50.72;1084777.0;11.21;Servicos;7064.0;6650.0;70298.0;62628.0;89.08930552789553;30.122511289545393;29.976674669202463;2118821.0;2651.87;33.83184837452897
2307700;Maranguape;105093.0;-8912.0;-0.68;1793354;1649528.0;17064.447679674195;8.719221498513514;1411529.0;64265.0;4.55;295420.0;20.93;571469.0;40.49;480375.0;34.03;Servicos;2199.0;2039.0;16945.0;14723.0;86.88698731189142;20.92432417002084;16.12381414556631;391355.0;2039.06;26.581199483800855
2307809;Marco;25799.0;1101.0;0.36;410771;390969.0;15921.973719911624;5.0648516890085915;345809.0;25369.0;7.34;43229.0;12.5;145584.0;42.1;131626.0;38.06;Servicos;685.0;641.0;3906.0;3050.0;78.08499743983614;26.551416721578356;15.140121710143802;81227.0;2043.93;26.631803278688526
2307908;Martinópole;10846.0;632.0;0.5;109552;96327.0;10100.682279181265;13.729276319204375;92290.0;7437.0;8.06;3354.0;3.63;27561.0;29.86;53938.0;58.44;Adm_publica;164.0;158.0;984.0;847.0;86.07723577235772;15.120781855061775;9.072469113037064;20884.0;1727.46;24.656434474616294
2308005;Massapê;37697.0;2507.0;0.58;441702;378718.0;11717.165822213969;16.63084405811184;358131.0;27082.0;7.56;54004.0;15.08;115808.0;32.34;161237.0;45.02;Adm_publica;637.0;621.0;3493.0;2909.0;83.28084740910391;16.897896384327666;9.265989336021434;67248.0;1788.05;23.117222413200412
2308104;Mauriti;45561.0;429.0;0.08;640789;517496.0;14064.41913039661;23.82491845347597;490672.0;128284.0;26.14;18641.0;3.8;134582.0;27.43;209165.0;42.63;Adm_publica;803.0;775.0;3876.0;3042.0;78.48297213622291;17.624722898970614;8.507275959702378;83987.0;2119.44;27.60913872452334
2308203;Meruoca;15157.0;1558.0;0.91;143855;129293.0;9490.994260077852;11.262790715661328;124084.0;8694.0;7.01;7854.0;6.33;34959.0;28.17;72577.0;58.49;Adm_publica;306.0;306.0;1457.0;1134.0;77.83115991763898;20.188691693606913;9.612720195289306;30640.0;2172.99;27.019400352733687
2308302;Milagres;25900.0;-1518.0;-0.47;317938;287223.0;12275.598455598456;10.693781486858644;268776.0;34876.0;12.98;32240.0;12.0;86872.0;32.32;114788.0;42.71;Adm_publica;494.0;486.0;2649.0;2140.0;80.78520196300491;19.073359073359075;10.227799227799228;66867.0;2218.25;31.24626168224299
2308351;Milhã;14123.0;1108.0;0.68;226109;195290.0;16009.98371450825;15.781145988017819;187861.0;80564.0;42.88;3688.0;1.96;43137.0;22.96;60472.0;32.19;Agropecuaria;288.0;282.0;1071.0;800.0;74.69654528478058;20.392267931742545;7.58337463711676;26514.0;2448.05;33.1425
2308377;Miraíma;14196.0;1330.0;0.82;127318;112599.0;8968.58269935193;13.072052149663852;108812.0;14084.0;12.94;3268.0;3.0;25252.0;23.21;66207.0;60.85;Adm_publica;152.0;152.0;221.0;87.0;39.366515837104075;10.707241476472246;1.5567765567765568;1253.0;1200.74;14.402298850574713
2308401;Missão Velha;36822.0;2924.0;0.69;586551;515937.0;15929.362880886427;13.686554753778077;495645.0;198476.0;40.04;20554.0;4.15;112924.0;22.78;163691.0;33.03;Agropecuaria;593.0;573.0;3472.0;2873.0;82.74769585253456;16.104502742925426;9.429145619466624;83003.0;2152.27;28.890706578489382
2308500;Mombaça;37735.0;-4640.0;-0.96;531262;446847.0;14078.759772094872;18.89125360582034;420311.0;74484.0;17.72;29987.0;7.13;139510.0;33.19;176331.0;41.95;Adm_publica;800.0;775.0;3440.0;2714.0;78.8953488372093;21.20047701073274;9.116205114615079;71324.0;2014.03;26.280029476787032
2308609;Monsenhor Tabosa;17149.0;396.0;0.19;179307;160699.0;10455.8283281824;11.579412441894474;151854.0;20111.0;13.24;4102.0;2.7;47068.0;31.0;80573.0;53.06;Adm_publica;307.0;291.0;1471.0;1184.0;80.48946295037389;17.901918479211613;8.577759636130386;32620.0;2138.07;27.550675675675677
2308708;Morada Nova;61443.0;-598.0;-0.08;1570710;1276864.0;25563.693179043992;23.013100847075336;1156121.0;205851.0;17.81;312099.0;27.0;376388.0;32.56;261784.0;22.64;Servicos;1321.0;1266.0;11073.0;9805.0;88.54872211686083;21.49960125644907;18.021580977491332;249966.0;2002.44;25.493727689954106
2308807;Moraújo;8254.0;204.0;0.21;80172;75575.0;9713.108795735401;6.082699305325836;72988.0;13677.0;18.74;2159.0;2.96;18413.0;25.23;38739.0;53.08;Adm_publica;111.0;108.0;892.0;672.0;75.33632286995515;13.448025199903077;10.806881511994185;14632.0;1687.18;21.773809523809526
2308906;Morrinhos;22753.0;2030.0;0.78;220951;193204.0;9710.851316309938;14.361503902610712;180541.0;14053.0;7.78;11036.0;6.11;61542.0;34.09;93911.0;52.02;Adm_publica;404.0;395.0;1797.0;1411.0;78.519755147468;17.755900320836812;7.89785962290687;34476.0;1943.63;24.433734939759034
2309003;Mucambo;13666.0;-472.0;-0.28;144254;131292.0;10555.685643202107;9.872650275721293;124087.0;10837.0;8.73;4924.0;3.97;42409.0;34.18;65917.0;53.12;Adm_publica;227.0;221.0;1404.0;1191.0;84.82905982905983;16.610566369091174;10.273671886433485;27082.0;1448.11;22.73887489504618
2309102;Mulungu;10569.0;1035.0;0.86;134732;123801.0;12747.847478474785;8.829492491983101;119560.0;31128.0;26.04;3842.0;3.21;29819.0;24.94;54771.0;45.81;Adm_publica;188.0;187.0;1049.0;883.0;84.17540514775978;17.787870186394173;9.925253098684832;24384.0;1936.44;27.614949037372593
2309201;Nova Olinda;15399.0;1213.0;0.69;179077;163381.0;11629.131761802715;9.606992245120303;154268.0;16968.0;11.0;13135.0;8.51;50242.0;32.57;73924.0;47.92;Adm_publica;329.0;318.0;1822.0;1529.0;83.91877058177826;21.365023702837846;11.831937138775245;37753.0;1921.58;24.691301504251143
2309300;Nova Russas;30699.0;-248.0;-0.07;381139;336930.0;12415.355549040685;13.121123081945804;308038.0;15980.0;5.19;10874.0;3.53;139866.0;45.41;141317.0;45.88;Adm_publica;799.0;764.0;3541.0;2721.0;76.84269980231574;26.0269064138897;11.534577673539854;69113.0;1945.92;25.399852995222346
2309409;Novo Oriente;27545.0;110.0;0.03;302450;283185.0;10980.214194953713;6.802973321327048;269072.0;44097.0;16.39;20264.0;7.53;79829.0;29.67;124882.0;46.41;Adm_publica;535.0;525.0;2238.0;1743.0;77.88203753351206;19.422762751860592;8.124886549282992;48034.0;2151.63;27.55823293172691
2309458;Ocara;24493.0;473.0;0.16;304032;284836.0;12413.015963744743;6.739316659411029;266741.0;48855.0;18.32;32721.0;12.27;74395.0;27.89;110770.0;41.53;Adm_publica;430.0;423.0;1359.0;939.0;69.09492273730685;17.55603641856857;5.54852406810109;43180.0;2217.35;45.98509052183174
2309508;Orós;19675.0;-1714.0;-0.69;234968;218899.0;11942.46505717916;7.34082841858574;207794.0;33614.0;16.18;7586.0;3.65;68849.0;33.13;97746.0;47.04;Adm_publica;391.0;373.0;1606.0;1261.0;78.51805728518057;19.872935196950444;8.162642947903432;37778.0;2231.29;29.95876288659794
2309607;Pacajus;70983.0;9145.0;1.16;1534458;1360535.0;21617.260470816957;12.783427107718653;1215700.0;47299.0;3.89;427831.0;35.19;456707.0;37.57;283862.0;23.35;Servicos;1621.0;1551.0;10338.0;8635.0;83.52679435093829;22.836453798796896;14.564050547314144;252909.0;2167.78;29.288824551244932
2309706;Pacatuba;81524.0;9943.0;1.09;1460733;1235176.0;17917.827878906824;18.261122301599126;1076595.0;27969.0;2.6;323978.0;30.09;420947.0;39.1;303701.0;28.21;Servicos;1335.0;1249.0;8185.0;6855.0;83.75076359193648;16.375545851528383;10.03998822432658;211200.0;2120.53;30.809628008752735
2309805;Pacoti;11186.0;-594.0;-0.43;153002;148366.0;13677.9903450742;3.1247051211193937;142130.0;45198.0;31.8;5037.0;3.54;37160.0;26.14;54736.0;38.51;Adm_publica;240.0;236.0;1245.0;1015.0;81.52610441767068;21.45539066690506;11.129983908457;24425.0;1995.56;24.064039408866996
2309904;Pacujá;6175.0;-78.0;-0.1;68377;59940.0;11073.198380566802;14.075742409075742;57188.0;4262.0;7.45;2640.0;4.62;17818.0;31.16;32469.0;56.77;Adm_publica;140.0;139.0;733.0;619.0;84.4474761255116;22.672064777327936;11.870445344129553;14372.0;1793.03;23.218093699515347
2310001;Palhano;9346.0;480.0;0.44;116455;98773.0;12460.410870960839;17.901653285816973;93323.0;17809.0;19.08;4412.0;4.73;26999.0;28.93;44103.0;47.26;Adm_publica;179.0;176.0;1127.0;925.0;82.07630878438333;19.152578643269848;12.05863471003638;23229.0;2018.14;25.11243243243243
2310100;Palmácia;10242.0;-1752.0;-1.31;120067;115124.0;11723.003319664129;4.293631215037698;111443.0;28075.0;25.19;2963.0;2.66;22983.0;20.62;57422.0;51.53;Adm_publica;156.0;151.0;903.0;780.0;86.37873754152824;15.231400117164617;8.816637375512595;20510.0;2080.41;26.294871794871796
2310209;Paracuru;38980.0;6670.0;1.58;595518;555931.0;15277.526936890714;7.1208477311033205;517680.0;49258.0;9.52;95384.0;18.43;203579.0;39.33;169458.0;32.73;Servicos;938.0;905.0;4480.0;3527.0;78.72767857142857;24.06362237044638;11.493073370959467;100560.0;2308.43;28.51148284661185
2310258;Paraipaba;32216.0;2367.0;0.64;643388;535129.0;19971.070275639435;20.230449106664;494438.0;126270.0;25.54;81922.0;16.57;142824.0;28.89;143423.0;29.01;Adm_publica;810.0;788.0;4828.0;3964.0;82.10439105219552;25.142786193195928;14.986342190216043;108835.0;2149.41;27.4558526740666
2310308;Parambu;31445.0;-46.0;-0.01;309635;288689.0;9846.875496899349;7.255558750073608;272534.0;47932.0;17.59;8133.0;2.98;87813.0;32.22;128656.0;47.21;Adm_publica;548.0;537.0;2681.0;2151.0;80.23125699365909;17.427253935442838;8.525997773890921;36661.0;1318.49;17.04370060437006
2310407;Paramoti;10384.0;-1379.0;-1.03;121524;110908.0;11703.004622496148;9.571897428499296;106618.0;18704.0;17.54;3869.0;3.63;27935.0;26.2;56110.0;52.63;Adm_publica;199.0;197.0;889.0;721.0;81.10236220472441;19.164098613251156;8.56124807395994;19165.0;2047.52;26.58113730929265
2310506;Pedra Branca;40187.0;-1746.0;-0.35;411066;389914.0;10228.83021872745;5.424785978446529;369751.0;40783.0;11.03;9630.0;2.6;123938.0;33.52;195399.0;52.85;Adm_publica;737.0;714.0;4355.0;3634.0;83.4443168771527;18.339263941075473;10.83683778336278;76241.0;1640.47;20.979911942762797
2310605;Penaforte;8972.0;673.0;0.65;142781;122162.0;15914.065983058405;16.878407360717734;111522.0;13898.0;12.46;5295.0;4.75;43357.0;38.88;48972.0;43.91;Adm_publica;200.0;196.0;983.0;802.0;81.58697863682605;22.29157378510923;10.956308515381185;21999.0;1926.09;27.430174563591024
2310704;Pentecoste;37813.0;2162.0;0.49;537433;484760.0;14212.916192843732;10.865789256539319;451969.0;59071.0;13.07;73375.0;16.23;139880.0;30.95;179643.0;39.75;Adm_publica;728.0;712.0;5144.0;4430.0;86.11975116640747;19.252637981646522;13.603787057361224;116818.0;1940.47;26.369751693002257
2310803;Pereiro;15274.0;-483.0;-0.26;530452;560571.0;34729.082100301166;-5.3729144033494425;482151.0;34847.0;7.23;13827.0;2.87;358702.0;74.4;74775.0;15.51;Servicos;255.0;247.0;4748.0;4503.0;94.83993260320135;16.69503731831871;31.085504779363625;110436.0;1892.74;24.524983344437043
2310852;Pindoretama;23391.0;5057.0;2.05;320047;274852.0;13682.484716343894;16.443394990758662;253603.0;26560.0;10.47;15563.0;6.14;103708.0;40.89;107772.0;42.5;Adm_publica;555.0;540.0;3074.0;2476.0;80.54651919323356;23.727074515839423;13.141806677782053;57854.0;1900.21;23.365912762520193
2310902;Piquet Carneiro;16616.0;1147.0;0.6;181463;162092.0;10920.979778526722;11.950620635194827;153954.0;28524.0;18.53;4316.0;2.8;44220.0;28.72;76893.0;49.95;Adm_publica;275.0;271.0;1269.0;1014.0;79.90543735224587;16.550312951372174;7.637217140105921;27317.0;2113.32;26.939842209072978
2310951;Pires Ferreira;10606.0;343.0;0.27;91198;84230.0;8598.717706958325;8.272586964264514;81060.0;17675.0;21.8;2794.0;3.45;17209.0;21.23;43382.0;53.52;Adm_publica;138.0;138.0;906.0;797.0;87.96909492273731;13.011502922873845;8.542334527625872;15104.0;1490.19;18.951066499372647
2311009;Poranga;12065.0;73.0;0.05;128390;109402.0;10641.52507252383;17.356172647666405;104209.0;10439.0;10.02;3790.0;3.64;32583.0;31.27;57397.0;55.08;Adm_publica;163.0;160.0;871.0;725.0;83.23765786452354;13.510153336096145;7.219229175300455;24980.0;2378.2;34.4551724137931
2311108;Porteiras;17050.0;2002.0;1.05;207091;186375.0;12146.099706744868;11.115224681421864;177883.0;50607.0;28.45;8198.0;4.61;44200.0;24.85;74879.0;42.09;Adm_publica;249.0;246.0;1489.0;1263.0;84.82202820685023;14.604105571847509;8.733137829912023;32415.0;2131.59;25.665083135391924
2311207;Potengi;8833.0;-1440.0;-1.25;115651;110570.0;13093.060115476055;4.595279008772723;106176.0;20472.0;19.28;4819.0;4.54;31212.0;29.4;49672.0;46.78;Adm_publica;179.0;177.0;902.0;755.0;83.70288248337029;20.264915657194614;10.211706102117061;20685.0;2130.08;27.397350993377483
2311231;Potiretama;5974.0;-152.0;-0.21;92924;96816.0;15554.737194509542;-4.019996694761197;93089.0;29676.0;31.88;4355.0;4.68;21161.0;22.73;37897.0;40.71;Adm_publica;144.0;141.0;725.0;603.0;83.17241379310344;24.104452628054904;12.135922330097088;17189.0;1796.37;28.50580431177446
2311264;Quiterianópolis;20213.0;292.0;0.12;211391;184720.0;10458.170484341761;14.438609787786922;174972.0;27760.0;15.87;5411.0;3.09;51976.0;29.71;89826.0;51.34;Adm_publica;348.0;343.0;1533.0;1214.0;79.19112850619699;17.21664275466284;7.584227972097166;28782.0;1821.19;23.70840197693575
2311306;Quixadá;84168.0;3560.0;0.36;1283066;1109869.0;15244.107024047144;15.605175025160628;1022198.0;104794.0;10.25;66048.0;6.46;489828.0;47.92;361528.0;35.37;Servicos;1848.0;1740.0;11265.0;9388.0;83.33777185974257;21.956087824351297;13.383946392928427;248074.0;2184.36;26.42458457605454
2311355;Quixelô;15910.0;-229.0;-0.12;214522;198820.0;13483.469516027655;7.89759581531033;189415.0;67571.0;35.67;4256.0;2.25;45199.0;23.86;72389.0;38.22;Adm_publica;289.0;277.0;1226.0;968.0;78.95595432300163;18.164676304211188;7.705845380263984;29748.0;2085.18;30.731404958677686
2311405;Quixeramobim;82177.0;9017.0;0.97;1725840;1402461.0;21001.49676916899;23.057967387328418;1280342.0;149436.0;11.67;290142.0;22.66;520662.0;40.67;320101.0;25.0;Servicos;1593.0;1528.0;14156.0;12527.0;88.4925120090421;19.38498606666099;17.226231183907906;316526.0;1973.75;25.267502195258242
2311504;Quixeré;20874.0;473.0;0.19;682150;637015.0;32679.409792085848;7.085390453913957;582117.0;108210.0;18.59;235182.0;40.4;133180.0;22.88;105545.0;18.13;Industria;507.0;486.0;4174.0;3686.0;88.30857690464782;24.28858867490658;19.996167481076938;120084.0;2580.79;32.57840477482366
2311603;Redenção;27214.0;-408.0;-0.12;450867;409867.0;16567.465275225986;10.003244955070793;385964.0;95815.0;24.82;30414.0;7.88;127843.0;33.12;131891.0;34.17;Adm_publica;489.0;458.0;3733.0;3318.0;88.88293597642647;17.968692584699053;13.71720438009848;163331.0;3866.41;49.22573839662447
2311702;Reriutaba;18606.0;-497.0;-0.22;213295;190710.0;11463.775126303342;11.842588222956321;179055.0;22122.0;12.36;14054.0;7.85;62340.0;34.82;80539.0;44.98;Adm_publica;482.0;476.0;2038.0;1545.0;75.80961727183512;25.905621842416426;10.953455874449103;37516.0;1872.6;24.28220064724919
2311801;Russas;72928.0;2520.0;0.29;1332638;1158523.0;18273.338086880212;15.029049919595899;1037312.0;120601.0;11.63;152377.0;14.69;432063.0;41.65;332272.0;32.03;Servicos;2016.0;1939.0;13778.0;11726.0;85.10669182755117;27.643703378674857;18.89260640631856;281354.0;1873.45;23.994030359884018
2311900;Saboeiro;13854.0;-1938.0;-1.09;164970;169856.0;11907.752273711563;-2.87655425772419;164427.0;53256.0;32.39;4014.0;2.44;34207.0;20.8;72951.0;44.37;Adm_publica;237.0;236.0;985.0;774.0;78.57868020304568;17.106972715461236;7.109859968240219;29695.0;1920.81;38.3656330749354
2311959;Salitre;16633.0;1146.0;0.6;187867;159284.0;11294.83556784705;17.94467743150599;153822.0;25194.0;16.38;3856.0;2.51;37686.0;24.5;87086.0;56.61;Adm_publica;260.0;254.0;1942.0;1736.0;89.3923789907312;15.631575783081827;11.675584681055733;34344.0;1587.26;19.783410138248847
2312007;Santana do Acaraú;30628.0;656.0;0.18;313120;280072.0;10223.325062034739;11.799822902682168;268439.0;49538.0;18.45;10897.0;4.06;72123.0;26.87;135882.0;50.62;Adm_publica;530.0;526.0;2298.0;1723.0;74.97824194952132;17.30442732140525;7.502938487658352;45344.0;1973.84;26.316889146836914
2312106;Santana do Cariri;16954.0;-274.0;-0.13;164591;159277.0;9708.092485549132;3.336326023217414;153778.0;28383.0;18.46;5157.0;3.35;36529.0;23.75;83710.0;54.44;Adm_publica;205.0;198.0;1338.0;1166.0;87.14499252615845;12.091541819039755;7.891942904329362;32322.0;2208.87;27.72041166380789
2312205;Santa Quitéria;40183.0;-2580.0;-0.52;715965;633710.0;17817.60943682652;12.979911947105144;590757.0;97193.0;16.45;108317.0;18.34;188009.0;31.83;197237.0;33.39;Adm_publica;1195.0;1156.0;6340.0;5205.0;82.09779179810725;29.73894432969166;15.777816489560262;123644.0;1918.52;23.75485110470701
2312304;São Benedito;47640.0;2765.0;0.5;710000;627180.0;14903.442485306465;13.205140470040499;587754.0;154035.0;26.21;31074.0;5.29;206784.0;35.18;195862.0;33.32;Servicos;1152.0;1111.0;5393.0;4228.0;78.39792323382161;24.181360201511335;11.32031905961377;112348.0;2001.6;26.57237464522233
2312403;São Gonçalo do Amarante;54143.0;10750.0;1.86;6894155;8624987.0;127332.3421310234;-20.06764763819354;7052934.0;47518.0;0.67;5238850.0;74.28;1454218.0;20.62;312348.0;4.43;Industria;1524.0;1468.0;16076.0;14530.0;90.3831798954964;28.147682987643833;29.69174223814713;775087.0;4161.44;53.343909153475565
2312502;São João do Jaguaribe;5855.0;-2045.0;-2.47;114371;107898.0;19533.90264730999;5.999184414910378;104071.0;46655.0;44.83;2531.0;2.43;19676.0;18.91;35208.0;33.83;Agropecuaria;119.0;115.0;642.0;542.0;84.42367601246106;20.32450896669513;10.964987190435526;13567.0;1923.68;25.031365313653136
2312601;São Luís do Curu;10822.0;-1525.0;-1.09;147888;133109.0;13665.49621142118;11.102930680870566;123544.0;15048.0;12.18;14153.0;11.46;36820.0;29.8;57523.0;46.56;Adm_publica;199.0;194.0;908.0;725.0;79.84581497797357;18.388467935686567;8.390316022916283;22822.0;2209.79;31.478620689655173
